"rule_id","section_code","check_type","variable","source_regle","scope_source","decision_status","action","anomaly_count","report_path","access_level","evaluation_status","evaluation_message","correction_applied"
"Q_L_L3_SKIP","L","saut_univers","L3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L4_MISSING","L","manquant_univers","L4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L4_SKIP","L","saut_univers","L4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L4_SPECIAL","L","code_special_autorise","L4","questionnaire","hypothese_apurement","documente_questionnaire_action_a_valider","export_excel_diagnostic",104,"document/13_L/Q_L_L4_SPECIAL.xlsx","interne","OK","",FALSE
"Q_L_L5_DOMAIN","L","domaine","L5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L5_MISSING","L","manquant_univers","L5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L5_SKIP","L","saut_univers","L5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L5X_MISSING","L","manquant_univers","L5X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L5X_SKIP","L","saut_univers","L5X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L6_DOMAIN","L","domaine","L6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L6_MISSING","L","manquant_univers","L6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L6_SKIP","L","saut_univers","L6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L7_DOMAIN","L","domaine","L7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L7_MISSING","L","manquant_univers","L7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L7_SKIP","L","saut_univers","L7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L7X_MISSING","L","manquant_univers","L7X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L7X_SKIP","L","saut_univers","L7X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L8_MISSING","L","manquant_univers","L8","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L8_SKIP","L","saut_univers","L8","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L8_SPECIAL","L","code_special_autorise","L8","questionnaire","hypothese_apurement","documente_questionnaire_action_a_valider","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L9_DOMAIN","L","domaine","L9","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L9_MISSING","L","manquant_univers","L9","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_L_L9_SKIP","L","saut_univers","L9","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_M_HHM_debut_MISSING","M","manquant_univers","HHM_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_M_HHM_debut_SKIP","M","saut_univers","HHM_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_M_HHM_fin_MISSING","M","manquant_univers","HHM_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_M_HHM_fin_SKIP","M","saut_univers","HHM_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_M_M1_DOMAIN","M","domaine","M1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_M_M1_MISSING","M","manquant_univers","M1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",1,"document/14_M/Q_M_M1_MISSING.xlsx","interne","OK","",FALSE
"Q_M_M1_SKIP","M","saut_univers","M1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_M_M2_DOMAIN","M","domaine","M2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_M_M2_MISSING","M","manquant_univers","M2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",1,"document/14_M/Q_M_M2_MISSING.xlsx","interne","OK","",FALSE
"Q_M_M2_SKIP","M","saut_univers","M2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_M_M3_DOMAIN","M","domaine","M3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_M_M3_MISSING","M","manquant_univers","M3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",1,"document/14_M/Q_M_M3_MISSING.xlsx","interne","OK","",FALSE
"Q_M_M3_SKIP","M","saut_univers","M3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_M_M4_DOMAIN","M","domaine","M4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_M_M4_MISSING","M","manquant_univers","M4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",1,"document/14_M/Q_M_M4_MISSING.xlsx","interne","OK","",FALSE
"Q_M_M4_SKIP","M","saut_univers","M4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_HHN_debut_MISSING","N","manquant_univers","HHN_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",1,"document/15_N/Q_N_HHN_debut_MISSING.xlsx","interne","OK","",FALSE
"Q_N_HHN_debut_SKIP","N","saut_univers","HHN_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_HHN_fin_MISSING","N","manquant_univers","HHN_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",1,"document/15_N/Q_N_HHN_fin_MISSING.xlsx","interne","OK","",FALSE
"Q_N_HHN_fin_SKIP","N","saut_univers","HHN_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N1_DOMAIN","N","domaine","N1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N1_MISSING","N","manquant_univers","N1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",1,"document/15_N/Q_N_N1_MISSING.xlsx","interne","OK","",FALSE
"Q_N_N1_SKIP","N","saut_univers","N1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N2_DOMAIN","N","domaine","N2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N2_MISSING","N","manquant_univers","N2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N2_SKIP","N","saut_univers","N2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N2X_MISSING","N","manquant_univers","N2X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N2X_SKIP","N","saut_univers","N2X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N3_DOMAIN","N","domaine","N3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N3_MISSING","N","manquant_univers","N3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N3_SKIP","N","saut_univers","N3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N4_DOMAIN","N","domaine","N4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N4_MISSING","N","manquant_univers","N4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N4_SKIP","N","saut_univers","N4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N4X_MISSING","N","manquant_univers","N4X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N4X_SKIP","N","saut_univers","N4X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N5_DOMAIN","N","domaine","N5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N5_MISSING","N","manquant_univers","N5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N5_SKIP","N","saut_univers","N5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N6_DOMAIN","N","domaine","N6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N6_MISSING","N","manquant_univers","N6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",2,"document/15_N/Q_N_N6_MISSING.xlsx","interne","OK","",FALSE
"Q_N_N6_SKIP","N","saut_univers","N6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N7_DOMAIN","N","domaine","N7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_N_N7_MISSING","N","manquant_univers","N7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",2,"document/15_N/Q_N_N7_MISSING.xlsx","interne","OK","",FALSE
"Q_N_N7_SKIP","N","saut_univers","N7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_HHO_debut_MISSING","O","manquant_univers","HHO_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",1,"document/16_O/Q_O_HHO_debut_MISSING.xlsx","interne","OK","",FALSE
"Q_O_HHO_debut_SKIP","O","saut_univers","HHO_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_HHO_fin_MISSING","O","manquant_univers","HHO_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",1,"document/16_O/Q_O_HHO_fin_MISSING.xlsx","interne","OK","",FALSE
"Q_O_HHO_fin_SKIP","O","saut_univers","HHO_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O1_DOMAIN","O","domaine","O1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O1_MISSING","O","manquant_univers","O1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O1_SKIP","O","saut_univers","O1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O2_MISSING","O","manquant_univers","O2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O2_SKIP","O","saut_univers","O2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O3_DOMAIN","O","domaine","O3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O3_MISSING","O","manquant_univers","O3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",1,"document/16_O/Q_O_O3_MISSING.xlsx","interne","OK","",FALSE
"Q_O_O3_SKIP","O","saut_univers","O3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O4_MISSING","O","manquant_univers","O4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O4_SKIP","O","saut_univers","O4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O5_DOMAIN","O","domaine","O5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O5_MISSING","O","manquant_univers","O5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O5_SKIP","O","saut_univers","O5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O6_DOMAIN","O","domaine","O6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O6_MISSING","O","manquant_univers","O6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_O_O6_SKIP","O","saut_univers","O6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_HHP_debut_MISSING","P","manquant_univers","HHP_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_HHP_debut_SKIP","P","saut_univers","HHP_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_HHP_fin_MISSING","P","manquant_univers","HHP_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_HHP_fin_SKIP","P","saut_univers","HHP_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P1_MISSING","P","manquant_univers","P1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P1_SKIP","P","saut_univers","P1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P2_DOMAIN","P","domaine","P2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P2_MISSING","P","manquant_univers","P2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P2_SKIP","P","saut_univers","P2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P3_MISSING","P","manquant_univers","P3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P3_SKIP","P","saut_univers","P3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P4_DOMAIN","P","domaine","P4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P4_MISSING","P","manquant_univers","P4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P4_SKIP","P","saut_univers","P4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P44X_MISSING","P","manquant_univers","P44X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P44X_SKIP","P","saut_univers","P44X","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P5_MISSING","P","manquant_univers","P5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_P_P5_SKIP","P","saut_univers","P5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_HHQ_debut_MISSING","Q","manquant_univers","HHQ_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_HHQ_debut_SKIP","Q","saut_univers","HHQ_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_HHQ_fin_MISSING","Q","manquant_univers","HHQ_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_HHQ_fin_SKIP","Q","saut_univers","HHQ_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q1_DOMAIN","Q","domaine","Q1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q1_MISSING","Q","manquant_univers","Q1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q1_SKIP","Q","saut_univers","Q1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q10_DOMAIN","Q","domaine","Q10","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q10_MISSING","Q","manquant_univers","Q10","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q10_SKIP","Q","saut_univers","Q10","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q2_MISSING","Q","manquant_univers","Q2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q2_SKIP","Q","saut_univers","Q2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q3_DOMAIN","Q","domaine","Q3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q3_MISSING","Q","manquant_univers","Q3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q3_SKIP","Q","saut_univers","Q3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q4_DOMAIN","Q","domaine","Q4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q4_MISSING","Q","manquant_univers","Q4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q4_SKIP","Q","saut_univers","Q4","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q5_DOMAIN","Q","domaine","Q5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q5_MISSING","Q","manquant_univers","Q5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q5_SKIP","Q","saut_univers","Q5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q6_DOMAIN","Q","domaine","Q6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q6_MISSING","Q","manquant_univers","Q6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q6_SKIP","Q","saut_univers","Q6","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q7_DOMAIN","Q","domaine","Q7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q7_MISSING","Q","manquant_univers","Q7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q7_SKIP","Q","saut_univers","Q7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q8_DOMAIN","Q","domaine","Q8","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q8_MISSING","Q","manquant_univers","Q8","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q8_SKIP","Q","saut_univers","Q8","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q9_DOMAIN","Q","domaine","Q9","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q9_MISSING","Q","manquant_univers","Q9","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_Q_Q9_SKIP","Q","saut_univers","Q9","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_HHR_debut_MISSING","R","manquant_univers","HHR_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_HHR_debut_SKIP","R","saut_univers","HHR_debut","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_HHR_fin_MISSING","R","manquant_univers","HHR_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_HHR_fin_SKIP","R","saut_univers","HHR_fin","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R1_DOMAIN","R","domaine","R1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R1_MISSING","R","manquant_univers","R1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R1_SKIP","R","saut_univers","R1","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R1A_PII","R","confidentialite","R1A","questionnaire","hypothese_apurement","restriction_confidentialite","ne_pas_exporter",0,"","interne","NON_EXECUTEE","PII_EXCLUDED",FALSE
"Q_R_R2_DOMAIN","R","domaine","R2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R2_MISSING","R","manquant_univers","R2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R2_SKIP","R","saut_univers","R2","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R2A_PII","R","confidentialite","R2A","questionnaire","hypothese_apurement","restriction_confidentialite","ne_pas_exporter",0,"","interne","NON_EXECUTEE","PII_EXCLUDED",FALSE
"Q_R_R3_DOMAIN","R","domaine","R3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R3_MISSING","R","manquant_univers","R3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R3_SKIP","R","saut_univers","R3","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R3A_DOMAIN","R","domaine","R3A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R3A_MISSING","R","manquant_univers","R3A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R3A_SKIP","R","saut_univers","R3A","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R3B_PII","R","confidentialite","R3B","questionnaire","hypothese_apurement","restriction_confidentialite","ne_pas_exporter",0,"","interne","NON_EXECUTEE","PII_EXCLUDED",FALSE
"Q_R_R4_PII","R","confidentialite","R4","questionnaire","hypothese_apurement","restriction_confidentialite","ne_pas_exporter",0,"","interne","NON_EXECUTEE","PII_EXCLUDED",FALSE
"Q_R_R5_DOMAIN","R","domaine","R5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R5_MISSING","R","manquant_univers","R5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R5_SKIP","R","saut_univers","R5","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R6_PII","R","confidentialite","R6","questionnaire","hypothese_apurement","restriction_confidentialite","ne_pas_exporter",0,"","interne","NON_EXECUTEE","PII_EXCLUDED",FALSE
"Q_R_R7_DOMAIN","R","domaine","R7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"Q_R_R7_MISSING","R","manquant_univers","R7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",2,"document/19_R/Q_R_R7_MISSING.xlsx","interne","OK","",FALSE
"Q_R_R7_SKIP","R","saut_univers","R7","questionnaire","hypothese_apurement","documente_questionnaire","export_excel_diagnostic",0,"","interne","OK","",FALSE
"SYS_CONSENT_NOT_POSITIVE","SYSTEME","integrite","","questionnaire/hypothese_analytique","donnee_systeme_ou_hypothese_apurement","a_valider","exclure_analyse_apres_validation",311,"document/00_systeme_restreint/consentement_non_positif.xlsx","interne_restreint","OK","",FALSE
"SYS_COVER_ID_DUPLICATE","SYSTEME","integrite","","donnee_observee","donnee_systeme_ou_hypothese_apurement","a_valider","revue_manuelle_sans_deduplication",110,"document/00_systeme_restreint/cover_id_duplique.xlsx","interne_restreint","OK","",FALSE
"SYS_INTERVIEW_KEY_DUPLICATE","SYSTEME","integrite","","donnee_systeme","donnee_systeme_ou_hypothese_apurement","a_valider","bloquer_et_revoir",0,"","interne_restreint","OK","",FALSE
